"slug","id","activo","curul","video_url","partido","partido_id","partidoP","provincia","provincia_id","tipo","nombre","nombre1","nombre2","genero","comision","twitter","video_texto","urlImagen","urlDetalle","csvDetalle"
"ronny-xavier-aleaga-santos",327,1,29,"","Otro movimiento",41,"Otro movimiento","Guayas",6,"Provincial","Ronny Xavier Aleaga Santos","Ronny Xavier","Aleaga Santos","Masculino","Participación Ciudadana y Control Social","@RonnyAleaga","","/media/fotos_asambleistas/aelaga-web_1.png","/composicion/asambleistas/ronny-xavier-aleaga-santos/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/ronny-xavier-aleaga-santos?formato=csv"
"augusto-xavier-espinosa-andrade",215,1,30,"","Otro movimiento",41,"Otro movimiento","Nacional",25,"Nacional","Augusto Xavier Espinosa Andrade","Augusto Xavier","Espinosa Andrade","Masculino","Soberanía, Integración, Relaciones Internacionales y Seguridad Integral","@AXEA65","","/media/fotos_asambleistas/espinosa_RUjmSPb.png","/composicion/asambleistas/augusto-xavier-espinosa-andrade/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/augusto-xavier-espinosa-andrade?formato=csv"
"brenda-azucena-flor-gil",216,1,31,"","Alianza PAIS",21,"Alianza PAIS","Galápagos",24,"Provincial","Brenda Azucena Flor Gil","Brenda Azucena","Flor Gil","Femenino","Biodiversidad y Recursos Naturales","@BrendaFlorGil","","/media/fotos_asambleistas/flor.png","/composicion/asambleistas/brenda-azucena-flor-gil/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/brenda-azucena-flor-gil?formato=csv"
"carmen-mercedes-garcia-gaibor",217,1,32,"","Otro movimiento",41,"Otro movimiento","Cotopaxi",14,"Provincial","Carmen Mercedes García Gaibor","Carmen Mercedes","García Gaibor","Femenino","Educación, Cultura y Ciencia y Tecnología","","","/media/fotos_asambleistas/garcia_LlSn2Lg.png","/composicion/asambleistas/carmen-mercedes-garcia-gaibor/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/carmen-mercedes-garcia-gaibor?formato=csv"
"diego-oswaldo-garcia-pozo",218,1,33,"","Otro movimiento",41,"Otro movimiento","Imbabura",15,"Provincial","Diego Oswaldo García Pozo","Diego Oswaldo","García Pozo","Masculino","Gobiernos Autónomos, Descentralización, Competencias y Organización Territorial","@diegoesimbabura","","/media/fotos_asambleistas/garcia_d_OTYn95i.png","/composicion/asambleistas/diego-oswaldo-garcia-pozo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/diego-oswaldo-garcia-pozo?formato=csv"
"william-antonio-garzon-ricaurte",219,1,34,"","Alianza PAIS",21,"Alianza PAIS","Santo Domingo de los Tsáchilas",17,"Provincial","William Antonio Garzón Ricaurte","William Antonio","Garzón Ricaurte","Masculino","Derecho a la Salud","@drwilliamgarzon","","/media/fotos_asambleistas/garzon.png","/composicion/asambleistas/william-antonio-garzon-ricaurte/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/william-antonio-garzon-ricaurte?formato=csv"
"fafo-holguin-gavilanez-camacho",220,1,35,"","Alianza PAIS",21,"Alianza PAIS","Bolívar",11,"Provincial","Fafo Holguín Gavilánez Camacho","Fafo Holguín","Gavilánez Camacho","Masculino","Soberanía, Integración, Relaciones Internacionales y Seguridad Integral","@Fafo_Gavilanez","","/media/fotos_asambleistas/gavilanez.png","/composicion/asambleistas/fafo-holguin-gavilanez-camacho/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/fafo-holguin-gavilanez-camacho?formato=csv"
"veronica-margarita-guevara-villacres",221,1,36,"","Otro movimiento",41,"Otro movimiento","Guayas",6,"Provincial","Verónica Margarita Guevara Villacres","Verónica Margarita","Guevara Villacres","Femenino","Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero","@VeroGuevarav","","/media/fotos_asambleistas/guevara_flqFYvz.png","/composicion/asambleistas/veronica-margarita-guevara-villacres/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/veronica-margarita-guevara-villacres?formato=csv"
"marcela-priscila-holguin-naranjo",222,1,37,"","Otro movimiento",41,"Otro movimiento","Pichincha",3,"Provincial","Marcela Priscila Holguín Naranjo","Marcela Priscila","Holguín Naranjo","Femenino","Derechos de los Trabajadores y la Seguridad Social","@marcelaholguin","","/media/fotos_asambleistas/holguin_nnAfxlp.png","/composicion/asambleistas/marcela-priscila-holguin-naranjo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/marcela-priscila-holguin-naranjo?formato=csv"
"cesar-ernesto-litardo-caicedo",223,1,38,"","Alianza PAIS",21,"Alianza PAIS","Los Ríos",9,"Provincial","Cesar Ernesto Litardo Caicedo","Cesar Ernesto","Litardo Caicedo","Masculino","Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero
Comisión Ocasional Consulta Popular 2018
Comisión Caso Gabela","@cesarlitardo","","/media/fotos_asambleistas/litardo.png","/composicion/asambleistas/cesar-ernesto-litardo-caicedo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/cesar-ernesto-litardo-caicedo?formato=csv"
"juan-cristobal-lloret-valdivieso",224,1,39,"","Otro movimiento",41,"Otro movimiento","Azuay",10,"Provincial","Juan Cristóbal Lloret Valdivieso","Juan Cristóbal","Lloret Valdivieso","Masculino","Derechos Colectivos, Comunitarios y la Interculturalidad","@jcristoballoret","","/media/fotos_asambleistas/lloret_CH1LOAa.png","/composicion/asambleistas/juan-cristobal-lloret-valdivieso/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/juan-cristobal-lloret-valdivieso?formato=csv"
"ana-belen-marin-aguirre",225,1,40,"","Alianza PAIS",21,"Alianza PAIS","Cotopaxi",14,"Provincial","Ana Belén Marín Aguirre","Ana Belén","Marín Aguirre","Femenino","Régimen Económico y Tributario y su Regulación y Control","@anitabelenmarin","","/media/fotos_asambleistas/aguirre.png","/composicion/asambleistas/ana-belen-marin-aguirre/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/ana-belen-marin-aguirre?formato=csv"
"esteban-andres-melo-garzon",226,1,41,"","Otro movimiento",41,"Otro movimiento","Europa, Asia y Oceanía",28,"Represante Extranjero","Esteban Andrés Melo Garzón","Esteban Andrés","Melo Garzón","Masculino","Régimen Económico y Tributario y su Regulación y Control
Fiscalización y Control Político","@EstebanMeloG","","/media/fotos_asambleistas/melo_P7JsTHU.png","/composicion/asambleistas/esteban-andres-melo-garzon/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/esteban-andres-melo-garzon?formato=csv"
"pinuccia-magaly-colamarco-vera",352,1,42,"","Alianza PAIS-Unidad Primero",23,"Alianza PAIS","Manabí",5,"Provincial","Pinuccia Magaly Colamarco Vera","Pinuccia Magaly","Colamarco Vera","Femenino","Régimen Económico y Tributario y su Regulación y Control","","","/media/fotos_asambleistas/pinnuccia.png","/composicion/asambleistas/pinuccia-magaly-colamarco-vera/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/pinuccia-magaly-colamarco-vera?formato=csv"
"christian-pabel-munoz-lopez",228,1,43,"","Otro movimiento",41,"Otro movimiento","Pichincha",3,"Provincial","Christian Pabel Muñoz López","Christian Pabel","Muñoz López","Masculino","Participación Ciudadana y Control Social","@pabelml","","/media/fotos_asambleistas/mu%C3%B1oz_wBRC9b8.png","/composicion/asambleistas/christian-pabel-munoz-lopez/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/christian-pabel-munoz-lopez?formato=csv"
"priscila-amapola-naranjo-alvarado",229,1,44,"","Otro movimiento",41,"Otro movimiento","Pichincha",3,"Provincial","Priscila Amapola Naranjo Alvarado","Priscila Amapola","Naranjo Alvarado","Femenino","Educación, Cultura y Ciencia y Tecnología","@amapolanaranjo","","/media/fotos_asambleistas/naranjo_7obocLV.png","/composicion/asambleistas/priscila-amapola-naranjo-alvarado/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/priscila-amapola-naranjo-alvarado?formato=csv"
"manuel-alfredo-ochoa-morante",230,1,45,"","Alianza PAIS",21,"Alianza PAIS","Santo Domingo de los Tsáchilas",17,"Provincial","Manuel Alfredo Ochoa Morante","Manuel Alfredo","Ochoa Morante","Masculino","Derecho a la Salud","@ManuelOchoaM_","","/media/fotos_asambleistas/ochoa.png","/composicion/asambleistas/manuel-alfredo-ochoa-morante/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/manuel-alfredo-ochoa-morante?formato=csv"
"rosa-gina-orellana-roman",231,1,46,"","Alianza PAIS",21,"Alianza PAIS","El Oro",8,"Provincial","Rosa Gina Orellana Róman","Rosa Gina","Orellana Róman","Femenino","Justicia y Estructura del Estado","@RossyOrellanaR","","/media/fotos_asambleistas/orellana.png","/composicion/asambleistas/rosa-gina-orellana-roman/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/rosa-gina-orellana-roman?formato=csv"
"juan-francisco-bustamante-garcia",336,1,47,"","Alianza PAIS",21,"Alianza PAIS","Los Ríos",9,"Provincial","Juan Francisco Bustamante García","Juan Francisco","Bustamante García","Masculino","Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero","","","/media/fotos_asambleistas/Bustamante_D%C3%ADaz.png","/composicion/asambleistas/juan-francisco-bustamante-garcia/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/juan-francisco-bustamante-garcia?formato=csv"
"ximena-del-rocio-pena-pacheco",233,1,48,"","Alianza PAIS",21,"Alianza PAIS","EEUU y Canadá",29,"Represante Extranjero","Ximena Del Rocío Peña Pacheco","Ximena Del Rocío","Peña Pacheco","Femenino","Justicia y Estructura del Estado","@XimenaPena1","","/media/fotos_asambleistas/pe%C3%B1a.png","/composicion/asambleistas/ximena-del-rocio-pena-pacheco/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/ximena-del-rocio-pena-pacheco?formato=csv"
"lenin-plaza-castillo",234,1,49,"","Alianza PAIS",21,"Alianza PAIS","Esmeraldas",4,"Provincial","Lenin Plaza Castillo","Lenin","Plaza Castillo","Masculino","Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero","@LeninPlazaC","","/media/fotos_asambleistas/plaza.png","/composicion/asambleistas/lenin-plaza-castillo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/lenin-plaza-castillo?formato=csv"
"yofre-martin-poma-herrera",238,1,50,"","Otro movimiento",41,"Otro movimiento","Sucumbíos",22,"Provincial","Yofre Martin Poma Herrera","Yofre Martin","Poma Herrera","Masculino","Soberanía, Integración, Relaciones Internacionales y Seguridad Integral","@PomaYofre","","/media/fotos_asambleistas/poma_1.png","/composicion/asambleistas/yofre-martin-poma-herrera/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/yofre-martin-poma-herrera?formato=csv"
"roberth-mauricio-proano-cifuentes",241,1,51,"","Otro movimiento",41,"Otro movimiento","Pichincha",3,"Provincial","Roberth Mauricio Proaño Cifuentes","Roberth Mauricio","Proaño Cifuentes","Masculino","Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero","@MauricioProanio","","/media/fotos_asambleistas/proa%C3%B1o_tHsrE87.png","/composicion/asambleistas/roberth-mauricio-proano-cifuentes/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/roberth-mauricio-proano-cifuentes?formato=csv"
"luis-rafael-quijije-delgado",243,1,52,"","Alianza PAIS-Unidad Primero",23,"Alianza PAIS","Manabí",5,"Provincial","Luis Rafael Quijije Delgado","Luis Rafael","Quijije Delgado","Masculino","Educación, Cultura y Ciencia y Tecnología","","","/media/fotos_asambleistas/quijije.png","/composicion/asambleistas/luis-rafael-quijije-delgado/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/luis-rafael-quijije-delgado?formato=csv"
"julio-cesar-quinonez-ocampo",253,1,53,"","Alianza PAIS",21,"Alianza PAIS","Guayas",6,"Provincial","Julio César Quiñónez Ocampo","Julio César","Quiñónez Ocampo","Masculino","Participación Ciudadana y Control Social","@JCQuinonez","","/media/fotos_asambleistas/qui%C3%B1onez.png","/composicion/asambleistas/julio-cesar-quinonez-ocampo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/julio-cesar-quinonez-ocampo?formato=csv"
"jose-clemente-agualsaca-guaman",348,1,54,"","Otro movimiento",41,"Otro movimiento","Nacional",25,"Nacional","José Clemente Agualsaca Guamán","José Clemente","Agualsaca Guamán","Masculino","Derecho a la Salud","","","/media/fotos_asambleistas/3_Ja2rD2M.png","/composicion/asambleistas/jose-clemente-agualsaca-guaman/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/jose-clemente-agualsaca-guaman?formato=csv"
"carmen-mercedes-rivadeneira-bustos",256,1,55,"","Otro movimiento",41,"Otro movimiento","Esmeraldas",4,"Provincial","Carmen Mercedes Rivadeneira Bustos","Carmen Mercedes","Rivadeneira Bustos","Femenino","Desarrollo Económico, Productivo y la Microempresa","@CarmenRivadene1","","/media/fotos_asambleistas/rivadeneira_3V83gdk.png","/composicion/asambleistas/carmen-mercedes-rivadeneira-bustos/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/carmen-mercedes-rivadeneira-bustos?formato=csv"
"guadalupe-dolores-salazar-cedeno",257,1,56,"","Alianza PAIS",21,"Alianza PAIS","Guayas",6,"Provincial","Guadalupe Dolores Salazar Cedeño","Guadalupe Dolores","Salazar Cedeño","Femenino","Derecho a la Salud","@lolysalazar35","","/media/fotos_asambleistas/salazar.png","/composicion/asambleistas/guadalupe-dolores-salazar-cedeno/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/guadalupe-dolores-salazar-cedeno?formato=csv"
"silvia-betzabeth-salgado-andrade",258,1,57,"","Alianza PAIS- Socialista",24,"Alianza PAIS","Imbabura",15,"Provincial","Silvia Betzabeth Salgado Andrade","Silvia Betzabeth","Salgado Andrade","Femenino","Educación, Cultura y Ciencia y Tecnología","@silviasalgadoan","","/media/fotos_asambleistas/salgado.png","/composicion/asambleistas/silvia-betzabeth-salgado-andrade/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/silvia-betzabeth-salgado-andrade?formato=csv"
"franklin-omar-samaniego-maigua",260,1,58,"","Otro movimiento",41,"Otro movimiento","Pichincha",3,"Provincial","Franklin Omar Samaniego Maigua","Franklin Omar","Samaniego Maigua","Masculino","Justicia y Estructura del Estado","@FrankSamaniegoM","","/media/fotos_asambleistas/samaniego_ugccmZt.png","/composicion/asambleistas/franklin-omar-samaniego-maigua/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/franklin-omar-samaniego-maigua?formato=csv"
"andrea-alexandra-yaguana-echeverria",346,1,59,"","Alianza PAIS-MAR",42,"Alianza PAIS","El Oro",8,"Provincial","Andrea Alexandra Yaguana Echeverría","Andrea Alexandra","Yaguana Echeverría","Femenino","Gobiernos Autónomos, Descentralización, Competencias y Organización Territorial","","","/media/fotos_asambleistas/Yaguana_Andrea.png","/composicion/asambleistas/andrea-alexandra-yaguana-echeverria/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/andrea-alexandra-yaguana-echeverria?formato=csv"
"monica-rocio-aleman-marmol",184,1,60,"","Otro movimiento",41,"Otro movimiento","Pichincha",3,"Provincial","Mónica Rocío Alemán Mármol","Mónica Rocío","Alemán Mármol","Femenino","Gobiernos Autónomos, Descentralización, Competencias y Organización Territorial","@MonicaAlemanM","","/media/fotos_asambleistas/aleman_1.png","/composicion/asambleistas/monica-rocio-aleman-marmol/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/monica-rocio-aleman-marmol?formato=csv"
"doris-josefina-soliz-carrion",263,1,61,"","Otro movimiento",41,"Otro movimiento","Azuay",10,"Provincial","Doris Josefina Soliz Carrión","Doris Josefina","Soliz Carrión","Femenino","Desarrollo Económico, Productivo y la Microempresa","@dorissoliz","","/media/fotos_asambleistas/soliz_GTqSqCX.png","/composicion/asambleistas/doris-josefina-soliz-carrion/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/doris-josefina-soliz-carrion?formato=csv"
"bairon-leonardo-valle-pinargote",264,1,62,"","Otro movimiento",41,"Otro movimiento","Guayas",6,"Provincial","Bairon Leonardo Valle Pinargote","Bairon Leonardo","Valle Pinargote","Masculino","Derecho a la Salud
Fiscalización y Control Político
Comisión Ocasional Transporte Tránsito y Seguridad Vial
Comisión Ocasional Seguridad Fronteriza","@BaironValleP","","/media/fotos_asambleistas/valle_tofbntm.png","/composicion/asambleistas/bairon-leonardo-valle-pinargote/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/bairon-leonardo-valle-pinargote?formato=csv"
"juan-pablo-velin-cortez",265,1,63,"","Independiente",12,"Independiente","Morona Santiago",2,"Provincial","Juan Pablo Velín Cortez","Juan Pablo","Velín Cortez","Masculino","Biodiversidad y Recursos Naturales","@jpvelin","","/media/fotos_asambleistas/velin_PvESnxQ.png","/composicion/asambleistas/juan-pablo-velin-cortez/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/juan-pablo-velin-cortez?formato=csv"
"wendy-vanessa-vera-flores",266,1,64,"","Otro movimiento",41,"Otro movimiento","Guayas",6,"Provincial","Wendy Vanessa Vera Flores","Wendy Vanessa","Vera Flores","Femenino","Derecho a la Salud","@WendyVeraEc","","/media/fotos_asambleistas/vera_w_71tzc4n.png","/composicion/asambleistas/wendy-vanessa-vera-flores/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/wendy-vanessa-vera-flores?formato=csv"
"carlos-alfredo-vera-rodriguez",268,1,65,"","Alianza PAIS",21,"Alianza PAIS","Nacional",25,"Nacional","Carlos Alfredo Vera Rodríguez","Carlos Alfredo","Vera Rodríguez","Masculino","Derecho a la Salud","@CarlosVeraEc","","/media/fotos_asambleistas/vera_L0kHu0T.png","/composicion/asambleistas/carlos-alfredo-vera-rodriguez/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/carlos-alfredo-vera-rodriguez?formato=csv"
"lira-de-la-paz-villalva-miranda",269,1,66,"","Otro movimiento",41,"Otro movimiento","Tungurahua",18,"Provincial","Lira De La Paz Villalva Miranda","Lira De La Paz","Villalva Miranda","Femenino","Biodiversidad y Recursos Naturales
Régimen Económico y Tributario y su Regulación y Control","@liradelapaz","","/media/fotos_asambleistas/villalva_OBB4ROw.png","/composicion/asambleistas/lira-de-la-paz-villalva-miranda/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/lira-de-la-paz-villalva-miranda?formato=csv"
"martha-ximena-chactong-velasco",349,1,67,"","Alianza PAIS",21,"Alianza PAIS","Nacional",25,"Nacional","Martha Ximena Chactong Velasco","Martha Ximena","Chactong Velasco","Femenino","Derechos Colectivos, Comunitarios y la Interculturalidad","@XChactongEc","","/media/fotos_asambleistas/1.png","/composicion/asambleistas/martha-ximena-chactong-velasco/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/martha-ximena-chactong-velasco?formato=csv"
"juan-carlos-yar-araujo",273,1,68,"","Alianza PAIS",21,"Alianza PAIS","Carchi",12,"Provincial","Juan Carlos Yar Araujo","Juan Carlos","Yar Araujo","Masculino","Régimen Económico y Tributario y su Regulación y Control","@juancarlosyar2","","/media/fotos_asambleistas/yar.png","/composicion/asambleistas/juan-carlos-yar-araujo/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/juan-carlos-yar-araujo?formato=csv"
"nancy-jeanneth-guamba-diaz",334,1,69,"","Otro movimiento",41,"Otro movimiento","Pichincha",3,"Provincial","Nancy Jeanneth Guamba Díaz","Nancy Jeanneth","Guamba Díaz","Femenino","Derecho a la Salud","","","/media/fotos_asambleistas/Nancy_Guamba_Bloque_corre%C3%ADsta.png","/composicion/asambleistas/nancy-jeanneth-guamba-diaz/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/nancy-jeanneth-guamba-diaz?formato=csv"
"lexi-liduvina-loor-alcivar",335,1,70,"","Otro movimiento",41,"Otro movimiento","Manabí",5,"Provincial","Lexi Liduvina Loor Alcívar","Lexi Liduvina","Loor Alcívar","Femenino","Soberanía, Integración, Relaciones Internacionales y Seguridad Integral","","","/media/fotos_asambleistas/Lexi_Loor_BC.png","/composicion/asambleistas/lexi-liduvina-loor-alcivar/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/lexi-liduvina-loor-alcivar?formato=csv"
"wilma-piedad-andrade-munoz",278,1,71,"","Izquierda Democrática",17,"Izquierda Democrática","Nacional",25,"Nacional","Wilma Piedad Andrade Muñoz","Wilma Piedad","Andrade Muñoz","Femenino","Régimen Económico y Tributario y su Regulación y Control","@Wilmandrade","","/media/fotos_asambleistas/andrade.png","/composicion/asambleistas/wilma-piedad-andrade-munoz/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/wilma-piedad-andrade-munoz?formato=csv"
"magda-xiomara-zambrano-alcivar",342,1,72,"","Partido Social Cristiano-Madera de Guerrero",27,"Partido Social Cristiano","Guayas",6,"Provincial","Magda Xiomara Zambrano Alcívar","Magda Xiomara","Zambrano Alcívar","Femenino","Gobiernos Autónomos, Descentralización, Competencias y Organización Territorial","","","/media/fotos_asambleistas/Zambrano_Xiomara.png","/composicion/asambleistas/magda-xiomara-zambrano-alcivar/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/magda-xiomara-zambrano-alcivar?formato=csv"
"raul-vicente-auquilla-ortega",280,1,73,"","Partido Social Cristiano",3,"Partido Social Cristiano","Loja",16,"Provincial","Raúl Vicente Auquilla Ortega","Raúl Vicente","Auquilla Ortega","Masculino","Gobiernos Autónomos, Descentralización, Competencias y Organización Territorial","@raulauquilla21","","/media/fotos_asambleistas/auquilla_wd6qkYk.png","/composicion/asambleistas/raul-vicente-auquilla-ortega/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/raul-vicente-auquilla-ortega?formato=csv"
"lina-gloria-astudillo-loor",345,1,74,"","CREO- PARTICIPA",35,"CREO","Azuay",10,"Provincial","Lina Gloria Astudillo Loor","Lina Gloria","Astudillo Loor","Femenino","Participación Ciudadana y Control Social","","","/media/fotos_asambleistas/Astudillo_Lina.png","/composicion/asambleistas/lina-gloria-astudillo-loor/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/lina-gloria-astudillo-loor?formato=csv"
"felix-fernando-burbano-montenegro",282,1,75,"","Juntos Podemos",39,"Juntos Podemos","Nacional",25,"Nacional","Félix Fernando Burbano Montenegro","Félix Fernando","Burbano Montenegro","Masculino","Desarrollo Económico, Productivo y la Microempresa","@feburbano","","/media/fotos_asambleistas/burbano_1.png","/composicion/asambleistas/felix-fernando-burbano-montenegro/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/felix-fernando-burbano-montenegro?formato=csv"
"noralma-elizabeth-zambrano-castro",283,1,76,"","Alianza PAIS",21,"Alianza PAIS","Santa Elena",7,"Provincial","Noralma Elizabeth Zambrano Castro","Noralma Elizabeth","Zambrano Castro","Femenino","Educación, Cultura y Ciencia y Tecnología
Fiscalización y Control Político
Comisión Caso Gabela","@noralmazambrano","","/media/fotos_asambleistas/zambrano_n.png","/composicion/asambleistas/noralma-elizabeth-zambrano-castro/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/noralma-elizabeth-zambrano-castro?formato=csv"
"flerida-yovana-guevara-lozada",354,1,77,"","Independiente",12,"Independiente","Sucumbíos",22,"Provincial","Flerida Yovana Guevara Lozada","Flerida Yovana","Guevara Lozada","Femenino","Participación Ciudadana y Control Social","","","/media/fotos_asambleistas/Silueta_OklTkYY.jpeg","/composicion/asambleistas/flerida-yovana-guevara-lozada/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/flerida-yovana-guevara-lozada?formato=csv"
"henry-eduardo-cucalon-camacho",285,1,78,"","Partido Social Cristiano-Madera de Guerrero",27,"Partido Social Cristiano","Guayas",6,"Provincial","Henry Eduardo Cucalón Camacho","Henry Eduardo","Cucalón Camacho","Masculino","Justicia y Estructura del Estado","@henrycucalon","","/media/fotos_asambleistas/cucalon.png","/composicion/asambleistas/henry-eduardo-cucalon-camacho/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/henry-eduardo-cucalon-camacho?formato=csv"
"mercedes-maritza-serrano-viteri",341,1,79,"","Partido Social Cristiano",3,"Partido Social Cristiano","El Oro",8,"Provincial","Mercedes Maritza Serrano Viteri","Mercedes Maritza","Serrano Viteri","Femenino","Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero
Fiscalización y Control Político","","","/media/fotos_asambleistas/mercedesserrano.png","/composicion/asambleistas/mercedes-maritza-serrano-viteri/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/mercedes-maritza-serrano-viteri?formato=csv"
"fernando-callejas-barona",287,1,80,"","CREO",33,"CREO","Tungurahua",18,"Provincial","Fernando Callejas Barona","Fernando","Callejas Barona","Masculino","Desarrollo Económico, Productivo y la Microempresa","@Fernandcallejas","","/media/fotos_asambleistas/callejas_uxjYx1X.png","/composicion/asambleistas/fernando-callejas-barona/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/fernando-callejas-barona?formato=csv"
"rina-asuncion-campain-brambilla",288,1,81,"","CREO",33,"CREO","Esmeraldas",4,"Provincial","Rina Asunción Campain Brambilla","Rina Asunción","Campain Brambilla","Femenino","Derechos de los Trabajadores y la Seguridad Social","@RinaCampainB","","/media/fotos_asambleistas/campain_E6pUJxC.png","/composicion/asambleistas/rina-asuncion-campain-brambilla/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/rina-asuncion-campain-brambilla?formato=csv"
"emilio-absalon-campoverde-robles",289,1,82,"","CREO",33,"CREO","Zamora Chinchipe",23,"Provincial","Emilio Absalón Campoverde Robles","Emilio Absalón","Campoverde Robles","Masculino","Biodiversidad y Recursos Naturales
Fiscalización y Control Político","@absaloncreo","","/media/fotos_asambleistas/campoverde_ct0qKDI.png","/composicion/asambleistas/emilio-absalon-campoverde-robles/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/emilio-absalon-campoverde-robles?formato=csv"
"cesar-ataulfo-carrion-moreno",290,1,83,"","CREO",33,"CREO","Cotopaxi",14,"Provincial","César Ataulfo Carrión Moreno","César Ataulfo","Carrión Moreno","Masculino","Soberanía, Integración, Relaciones Internacionales y Seguridad Integral","@Cesar_Carrion21","","/media/fotos_asambleistas/carrion_lqou0i0.png","/composicion/asambleistas/cesar-ataulfo-carrion-moreno/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/cesar-ataulfo-carrion-moreno?formato=csv"
"alberto-alexander-zambrano-chacha",291,1,84,"","Alianza PAIS",21,"Alianza PAIS","Orellana",20,"Provincial","Alberto Alexander Zambrano Chacha","Alberto Alexander","Zambrano Chacha","Masculino","Biodiversidad y Recursos Naturales","@AlbertoZambra20","","/media/fotos_asambleistas/zambrano_a.png","/composicion/asambleistas/alberto-alexander-zambrano-chacha/","https://observatoriolegislativo.ec/informes/asambleistas/descarga/detalle-votos/alberto-alexander-zambrano-chacha?formato=csv"
